,Month,Rainfall,forecast
1970-01-01 00:00:00.000000480,1941-01-01,15.9,
1970-01-01 00:00:00.000000481,1941-02-01,4.6,
1970-01-01 00:00:00.000000482,1941-03-01,12.7,
1970-01-01 00:00:00.000000483,1941-04-01,101.9,
1970-01-01 00:00:00.000000484,1941-05-01,417.5,
1970-01-01 00:00:00.000000485,1941-06-01,797.6,
1970-01-01 00:00:00.000000486,1941-07-01,517.9,
1970-01-01 00:00:00.000000487,1941-08-01,458.5,
1970-01-01 00:00:00.000000488,1941-09-01,257.9,
1970-01-01 00:00:00.000000489,1941-10-01,221.6,
1970-01-01 00:00:00.000000490,1941-11-01,220.5,
1970-01-01 00:00:00.000000491,1941-12-01,84.6,
1970-01-01 00:00:00.000000492,1942-01-01,2.4,
1970-01-01 00:00:00.000000493,1942-02-01,4.7,
1970-01-01 00:00:00.000000494,1942-03-01,23.2,
1970-01-01 00:00:00.000000495,1942-04-01,180.3,
1970-01-01 00:00:00.000000496,1942-05-01,191.9,
1970-01-01 00:00:00.000000497,1942-06-01,813.6,
1970-01-01 00:00:00.000000498,1942-07-01,828.8,
1970-01-01 00:00:00.000000499,1942-08-01,329.3,
1970-01-01 00:00:00.000000500,1942-09-01,99.8,
1970-01-01 00:00:00.000000501,1942-10-01,374.4,
1970-01-01 00:00:00.000000502,1942-11-01,84.7,
1970-01-01 00:00:00.000000503,1942-12-01,117.9,
1970-01-01 00:00:00.000000504,1943-01-01,83.5,
1970-01-01 00:00:00.000000505,1943-02-01,14.6,
1970-01-01 00:00:00.000000506,1943-03-01,38.4,
1970-01-01 00:00:00.000000507,1943-04-01,107.5,
1970-01-01 00:00:00.000000508,1943-05-01,478.4,
1970-01-01 00:00:00.000000509,1943-06-01,794.5,
1970-01-01 00:00:00.000000510,1943-07-01,831.6,
1970-01-01 00:00:00.000000511,1943-08-01,183.3,
1970-01-01 00:00:00.000000512,1943-09-01,257.6,
1970-01-01 00:00:00.000000513,1943-10-01,427.2,
1970-01-01 00:00:00.000000514,1943-11-01,223.4,
1970-01-01 00:00:00.000000515,1943-12-01,24.3,
1970-01-01 00:00:00.000000516,1944-01-01,6.4,
1970-01-01 00:00:00.000000517,1944-02-01,26.6,
1970-01-01 00:00:00.000000518,1944-03-01,61.6,
1970-01-01 00:00:00.000000519,1944-04-01,61.6,
1970-01-01 00:00:00.000000520,1944-05-01,212.7,
1970-01-01 00:00:00.000000521,1944-06-01,498.9,
1970-01-01 00:00:00.000000522,1944-07-01,614.1,
1970-01-01 00:00:00.000000523,1944-08-01,230.7,
1970-01-01 00:00:00.000000524,1944-09-01,155.0,
1970-01-01 00:00:00.000000525,1944-10-01,289.0,
1970-01-01 00:00:00.000000526,1944-11-01,244.1,
1970-01-01 00:00:00.000000527,1944-12-01,89.2,
1970-01-01 00:00:00.000000528,1945-01-01,4.4,
1970-01-01 00:00:00.000000529,1945-02-01,9.9,
1970-01-01 00:00:00.000000530,1945-03-01,12.7,
1970-01-01 00:00:00.000000531,1945-04-01,104.1,
1970-01-01 00:00:00.000000532,1945-05-01,53.4,
1970-01-01 00:00:00.000000533,1945-06-01,549.8,
1970-01-01 00:00:00.000000534,1945-07-01,704.0,
1970-01-01 00:00:00.000000535,1945-08-01,351.8,
1970-01-01 00:00:00.000000536,1945-09-01,110.9,
1970-01-01 00:00:00.000000537,1945-10-01,253.8,
1970-01-01 00:00:00.000000538,1945-11-01,259.5,
1970-01-01 00:00:00.000000539,1945-12-01,18.0,
1970-01-01 00:00:00.000000540,1946-01-01,1.8,
1970-01-01 00:00:00.000000541,1946-02-01,5.4,
1970-01-01 00:00:00.000000542,1946-03-01,108.4,
1970-01-01 00:00:00.000000543,1946-04-01,139.8,
1970-01-01 00:00:00.000000544,1946-05-01,83.0,
1970-01-01 00:00:00.000000545,1946-06-01,919.0,
1970-01-01 00:00:00.000000546,1946-07-01,671.7,
1970-01-01 00:00:00.000000547,1946-08-01,695.6,
1970-01-01 00:00:00.000000548,1946-09-01,199.4,
1970-01-01 00:00:00.000000549,1946-10-01,266.1,
1970-01-01 00:00:00.000000550,1946-11-01,273.0,
1970-01-01 00:00:00.000000551,1946-12-01,202.3,
1970-01-01 00:00:00.000000552,1947-01-01,22.2,
1970-01-01 00:00:00.000000553,1947-02-01,27.3,
1970-01-01 00:00:00.000000554,1947-03-01,98.0,
1970-01-01 00:00:00.000000555,1947-04-01,142.2,
1970-01-01 00:00:00.000000556,1947-05-01,85.7,
1970-01-01 00:00:00.000000557,1947-06-01,556.1,
1970-01-01 00:00:00.000000558,1947-07-01,669.3,
1970-01-01 00:00:00.000000559,1947-08-01,739.6,
1970-01-01 00:00:00.000000560,1947-09-01,394.5,
1970-01-01 00:00:00.000000561,1947-10-01,183.7,
1970-01-01 00:00:00.000000562,1947-11-01,32.4,
1970-01-01 00:00:00.000000563,1947-12-01,47.0,
1970-01-01 00:00:00.000000564,1948-01-01,43.0,
1970-01-01 00:00:00.000000565,1948-02-01,8.3,
1970-01-01 00:00:00.000000566,1948-03-01,48.2,
1970-01-01 00:00:00.000000567,1948-04-01,125.0,
1970-01-01 00:00:00.000000568,1948-05-01,212.3,
1970-01-01 00:00:00.000000569,1948-06-01,910.2,
1970-01-01 00:00:00.000000570,1948-07-01,619.0,
1970-01-01 00:00:00.000000571,1948-08-01,487.9,
1970-01-01 00:00:00.000000572,1948-09-01,166.6,
1970-01-01 00:00:00.000000573,1948-10-01,183.9,
1970-01-01 00:00:00.000000574,1948-11-01,215.6,
1970-01-01 00:00:00.000000575,1948-12-01,19.2,
1970-01-01 00:00:00.000000576,1949-01-01,0.6,
1970-01-01 00:00:00.000000577,1949-02-01,1.8,
1970-01-01 00:00:00.000000578,1949-03-01,4.5,
1970-01-01 00:00:00.000000579,1949-04-01,98.1,
1970-01-01 00:00:00.000000580,1949-05-01,440.0,
1970-01-01 00:00:00.000000581,1949-06-01,536.3,
1970-01-01 00:00:00.000000582,1949-07-01,758.7,
1970-01-01 00:00:00.000000583,1949-08-01,445.2,
1970-01-01 00:00:00.000000584,1949-09-01,354.5,
1970-01-01 00:00:00.000000585,1949-10-01,229.1,
1970-01-01 00:00:00.000000586,1949-11-01,71.9,
1970-01-01 00:00:00.000000587,1949-12-01,1.8,
1970-01-01 00:00:00.000000588,1950-01-01,0.1,
1970-01-01 00:00:00.000000589,1950-02-01,53.7,
1970-01-01 00:00:00.000000590,1950-03-01,31.1,
1970-01-01 00:00:00.000000591,1950-04-01,68.5,
1970-01-01 00:00:00.000000592,1950-05-01,242.0,
1970-01-01 00:00:00.000000593,1950-06-01,638.3,
1970-01-01 00:00:00.000000594,1950-07-01,905.7,
1970-01-01 00:00:00.000000595,1950-08-01,387.3,
1970-01-01 00:00:00.000000596,1950-09-01,411.6,
1970-01-01 00:00:00.000000597,1950-10-01,250.4,
1970-01-01 00:00:00.000000598,1950-11-01,149.2,
1970-01-01 00:00:00.000000599,1950-12-01,8.8,
1970-01-01 00:00:00.000000600,1951-01-01,6.6,
1970-01-01 00:00:00.000000601,1951-02-01,6.5,
1970-01-01 00:00:00.000000602,1951-03-01,41.6,
1970-01-01 00:00:00.000000603,1951-04-01,175.9,
1970-01-01 00:00:00.000000604,1951-05-01,148.5,
1970-01-01 00:00:00.000000605,1951-06-01,774.1,
1970-01-01 00:00:00.000000606,1951-07-01,544.6,
1970-01-01 00:00:00.000000607,1951-08-01,190.6,
1970-01-01 00:00:00.000000608,1951-09-01,313.8,
1970-01-01 00:00:00.000000609,1951-10-01,250.6,
1970-01-01 00:00:00.000000610,1951-11-01,229.6,
1970-01-01 00:00:00.000000611,1951-12-01,23.2,
1970-01-01 00:00:00.000000612,1952-01-01,5.2,
1970-01-01 00:00:00.000000613,1952-02-01,48.2,
1970-01-01 00:00:00.000000614,1952-03-01,20.8,
1970-01-01 00:00:00.000000615,1952-04-01,112.2,
1970-01-01 00:00:00.000000616,1952-05-01,214.6,
1970-01-01 00:00:00.000000617,1952-06-01,576.7,
1970-01-01 00:00:00.000000618,1952-07-01,430.0,
1970-01-01 00:00:00.000000619,1952-08-01,413.6,
1970-01-01 00:00:00.000000620,1952-09-01,57.4,
1970-01-01 00:00:00.000000621,1952-10-01,339.6,
1970-01-01 00:00:00.000000622,1952-11-01,49.6,
1970-01-01 00:00:00.000000623,1952-12-01,66.9,
1970-01-01 00:00:00.000000624,1953-01-01,13.1,
1970-01-01 00:00:00.000000625,1953-02-01,22.6,
1970-01-01 00:00:00.000000626,1953-03-01,18.5,
1970-01-01 00:00:00.000000627,1953-04-01,132.4,
1970-01-01 00:00:00.000000628,1953-05-01,55.4,
1970-01-01 00:00:00.000000629,1953-06-01,340.5,
1970-01-01 00:00:00.000000630,1953-07-01,1027.6,
1970-01-01 00:00:00.000000631,1953-08-01,356.4,
1970-01-01 00:00:00.000000632,1953-09-01,100.5,
1970-01-01 00:00:00.000000633,1953-10-01,410.5,
1970-01-01 00:00:00.000000634,1953-11-01,62.2,
1970-01-01 00:00:00.000000635,1953-12-01,5.1,
1970-01-01 00:00:00.000000636,1954-01-01,23.5,
1970-01-01 00:00:00.000000637,1954-02-01,2.8,
1970-01-01 00:00:00.000000638,1954-03-01,90.6,
1970-01-01 00:00:00.000000639,1954-04-01,136.9,
1970-01-01 00:00:00.000000640,1954-05-01,179.5,
1970-01-01 00:00:00.000000641,1954-06-01,798.3,
1970-01-01 00:00:00.000000642,1954-07-01,640.5,
1970-01-01 00:00:00.000000643,1954-08-01,467.0,
1970-01-01 00:00:00.000000644,1954-09-01,201.6,
1970-01-01 00:00:00.000000645,1954-10-01,303.1,
1970-01-01 00:00:00.000000646,1954-11-01,31.6,
1970-01-01 00:00:00.000000647,1954-12-01,62.5,
1970-01-01 00:00:00.000000648,1955-01-01,4.2,
1970-01-01 00:00:00.000000649,1955-02-01,6.3,
1970-01-01 00:00:00.000000650,1955-03-01,28.2,
1970-01-01 00:00:00.000000651,1955-04-01,125.9,
1970-01-01 00:00:00.000000652,1955-05-01,544.2,
1970-01-01 00:00:00.000000653,1955-06-01,782.4,
1970-01-01 00:00:00.000000654,1955-07-01,392.8,
1970-01-01 00:00:00.000000655,1955-08-01,236.0,
1970-01-01 00:00:00.000000656,1955-09-01,438.5,
1970-01-01 00:00:00.000000657,1955-10-01,378.2,
1970-01-01 00:00:00.000000658,1955-11-01,178.1,
1970-01-01 00:00:00.000000659,1955-12-01,19.8,
1970-01-01 00:00:00.000000660,1956-01-01,7.9,
1970-01-01 00:00:00.000000661,1956-02-01,11.7,
1970-01-01 00:00:00.000000662,1956-03-01,15.1,
1970-01-01 00:00:00.000000663,1956-04-01,151.6,
1970-01-01 00:00:00.000000664,1956-05-01,351.3,
1970-01-01 00:00:00.000000665,1956-06-01,755.4,
1970-01-01 00:00:00.000000666,1956-07-01,466.8,
1970-01-01 00:00:00.000000667,1956-08-01,319.5,
1970-01-01 00:00:00.000000668,1956-09-01,178.4,
1970-01-01 00:00:00.000000669,1956-10-01,353.3,
1970-01-01 00:00:00.000000670,1956-11-01,178.2,
1970-01-01 00:00:00.000000671,1956-12-01,9.1,
1970-01-01 00:00:00.000000672,1957-01-01,1.2,
1970-01-01 00:00:00.000000673,1957-02-01,16.0,
1970-01-01 00:00:00.000000674,1957-03-01,25.7,
1970-01-01 00:00:00.000000675,1957-04-01,70.2,
1970-01-01 00:00:00.000000676,1957-05-01,381.2,
1970-01-01 00:00:00.000000677,1957-06-01,872.0,
1970-01-01 00:00:00.000000678,1957-07-01,835.3,
1970-01-01 00:00:00.000000679,1957-08-01,358.8,
1970-01-01 00:00:00.000000680,1957-09-01,41.3,
1970-01-01 00:00:00.000000681,1957-10-01,280.1,
1970-01-01 00:00:00.000000682,1957-11-01,192.5,
1970-01-01 00:00:00.000000683,1957-12-01,28.9,
1970-01-01 00:00:00.000000684,1958-01-01,4.4,
1970-01-01 00:00:00.000000685,1958-02-01,19.3,
1970-01-01 00:00:00.000000686,1958-03-01,57.3,
1970-01-01 00:00:00.000000687,1958-04-01,135.1,
1970-01-01 00:00:00.000000688,1958-05-01,353.5,
1970-01-01 00:00:00.000000689,1958-06-01,713.3,
1970-01-01 00:00:00.000000690,1958-07-01,622.7,
1970-01-01 00:00:00.000000691,1958-08-01,526.6,
1970-01-01 00:00:00.000000692,1958-09-01,86.1,
1970-01-01 00:00:00.000000693,1958-10-01,191.0,
1970-01-01 00:00:00.000000694,1958-11-01,206.1,
1970-01-01 00:00:00.000000695,1958-12-01,7.7,
1970-01-01 00:00:00.000000696,1959-01-01,3.0,
1970-01-01 00:00:00.000000697,1959-02-01,21.4,
1970-01-01 00:00:00.000000698,1959-03-01,6.3,
1970-01-01 00:00:00.000000699,1959-04-01,150.7,
1970-01-01 00:00:00.000000700,1959-05-01,347.2,
1970-01-01 00:00:00.000000701,1959-06-01,872.8,
1970-01-01 00:00:00.000000702,1959-07-01,1155.7,
1970-01-01 00:00:00.000000703,1959-08-01,397.3,
1970-01-01 00:00:00.000000704,1959-09-01,405.5,
1970-01-01 00:00:00.000000705,1959-10-01,200.4,
1970-01-01 00:00:00.000000706,1959-11-01,151.9,
1970-01-01 00:00:00.000000707,1959-12-01,34.0,
1970-01-01 00:00:00.000000708,1960-01-01,9.4,
1970-01-01 00:00:00.000000709,1960-02-01,8.4,
1970-01-01 00:00:00.000000710,1960-03-01,44.4,
1970-01-01 00:00:00.000000711,1960-04-01,206.6,
1970-01-01 00:00:00.000000712,1960-05-01,540.0,
1970-01-01 00:00:00.000000713,1960-06-01,480.3,
1970-01-01 00:00:00.000000714,1960-07-01,750.9,
1970-01-01 00:00:00.000000715,1960-08-01,336.8,
1970-01-01 00:00:00.000000716,1960-09-01,371.2,
1970-01-01 00:00:00.000000717,1960-10-01,255.9,
1970-01-01 00:00:00.000000718,1960-11-01,358.0,
1970-01-01 00:00:00.000000719,1960-12-01,23.7,
1970-01-01 00:00:00.000000720,1961-01-01,13.7,
1970-01-01 00:00:00.000000721,1961-02-01,31.3,
1970-01-01 00:00:00.000000722,1961-03-01,11.4,
1970-01-01 00:00:00.000000723,1961-04-01,94.1,
1970-01-01 00:00:00.000000724,1961-05-01,500.5,
1970-01-01 00:00:00.000000725,1961-06-01,1005.2,
1970-01-01 00:00:00.000000726,1961-07-01,1146.5,
1970-01-01 00:00:00.000000727,1961-08-01,678.3,
1970-01-01 00:00:00.000000728,1961-09-01,399.3,
1970-01-01 00:00:00.000000729,1961-10-01,274.2,
1970-01-01 00:00:00.000000730,1961-11-01,85.9,
1970-01-01 00:00:00.000000731,1961-12-01,17.5,
1970-01-01 00:00:00.000000732,1962-01-01,28.4,
1970-01-01 00:00:00.000000733,1962-02-01,54.7,
1970-01-01 00:00:00.000000734,1962-03-01,39.6,
1970-01-01 00:00:00.000000735,1962-04-01,95.1,
1970-01-01 00:00:00.000000736,1962-05-01,472.4,
1970-01-01 00:00:00.000000737,1962-06-01,244.9,
1970-01-01 00:00:00.000000738,1962-07-01,951.1,
1970-01-01 00:00:00.000000739,1962-08-01,510.7,
1970-01-01 00:00:00.000000740,1962-09-01,394.9,
1970-01-01 00:00:00.000000741,1962-10-01,475.6,
1970-01-01 00:00:00.000000742,1962-11-01,31.5,
1970-01-01 00:00:00.000000743,1962-12-01,76.9,
1970-01-01 00:00:00.000000744,1963-01-01,30.2,
1970-01-01 00:00:00.000000745,1963-02-01,24.8,
1970-01-01 00:00:00.000000746,1963-03-01,69.8,
1970-01-01 00:00:00.000000747,1963-04-01,96.3,
1970-01-01 00:00:00.000000748,1963-05-01,157.1,
1970-01-01 00:00:00.000000749,1963-06-01,393.3,
1970-01-01 00:00:00.000000750,1963-07-01,720.2,
1970-01-01 00:00:00.000000751,1963-08-01,511.0,
1970-01-01 00:00:00.000000752,1963-09-01,223.9,
1970-01-01 00:00:00.000000753,1963-10-01,282.6,
1970-01-01 00:00:00.000000754,1963-11-01,93.4,
1970-01-01 00:00:00.000000755,1963-12-01,48.4,
1970-01-01 00:00:00.000000756,1964-01-01,1.1,
1970-01-01 00:00:00.000000757,1964-02-01,7.8,
1970-01-01 00:00:00.000000758,1964-03-01,67.2,
1970-01-01 00:00:00.000000759,1964-04-01,83.3,
1970-01-01 00:00:00.000000760,1964-05-01,94.8,
1970-01-01 00:00:00.000000761,1964-06-01,379.4,
1970-01-01 00:00:00.000000762,1964-07-01,754.2,
1970-01-01 00:00:00.000000763,1964-08-01,548.0,
1970-01-01 00:00:00.000000764,1964-09-01,398.2,
1970-01-01 00:00:00.000000765,1964-10-01,325.7,
1970-01-01 00:00:00.000000766,1964-11-01,191.7,
1970-01-01 00:00:00.000000767,1964-12-01,17.8,
1970-01-01 00:00:00.000000768,1965-01-01,9.1,
1970-01-01 00:00:00.000000769,1965-02-01,0.9,
1970-01-01 00:00:00.000000770,1965-03-01,28.3,
1970-01-01 00:00:00.000000771,1965-04-01,109.8,
1970-01-01 00:00:00.000000772,1965-05-01,214.5,
1970-01-01 00:00:00.000000773,1965-06-01,597.7,
1970-01-01 00:00:00.000000774,1965-07-01,465.1,
1970-01-01 00:00:00.000000775,1965-08-01,296.1,
1970-01-01 00:00:00.000000776,1965-09-01,150.1,
1970-01-01 00:00:00.000000777,1965-10-01,183.7,
1970-01-01 00:00:00.000000778,1965-11-01,131.7,
1970-01-01 00:00:00.000000779,1965-12-01,155.5,
1970-01-01 00:00:00.000000780,1966-01-01,3.0,
1970-01-01 00:00:00.000000781,1966-02-01,6.9,
1970-01-01 00:00:00.000000782,1966-03-01,67.7,
1970-01-01 00:00:00.000000783,1966-04-01,167.4,
1970-01-01 00:00:00.000000784,1966-05-01,95.2,
1970-01-01 00:00:00.000000785,1966-06-01,496.2,
1970-01-01 00:00:00.000000786,1966-07-01,601.9,
1970-01-01 00:00:00.000000787,1966-08-01,202.1,
1970-01-01 00:00:00.000000788,1966-09-01,293.2,
1970-01-01 00:00:00.000000789,1966-10-01,392.3,
1970-01-01 00:00:00.000000790,1966-11-01,245.4,
1970-01-01 00:00:00.000000791,1966-12-01,50.5,
1970-01-01 00:00:00.000000792,1967-01-01,14.3,
1970-01-01 00:00:00.000000793,1967-02-01,0.1,
1970-01-01 00:00:00.000000794,1967-03-01,24.6,
1970-01-01 00:00:00.000000795,1967-04-01,70.1,
1970-01-01 00:00:00.000000796,1967-05-01,244.9,
1970-01-01 00:00:00.000000797,1967-06-01,541.7,
1970-01-01 00:00:00.000000798,1967-07-01,741.4,
1970-01-01 00:00:00.000000799,1967-08-01,508.4,
1970-01-01 00:00:00.000000800,1967-09-01,145.8,
1970-01-01 00:00:00.000000801,1967-10-01,172.7,
1970-01-01 00:00:00.000000802,1967-11-01,74.0,
1970-01-01 00:00:00.000000803,1967-12-01,31.1,
1970-01-01 00:00:00.000000804,1968-01-01,7.3,
1970-01-01 00:00:00.000000805,1968-02-01,30.5,
1970-01-01 00:00:00.000000806,1968-03-01,89.2,
1970-01-01 00:00:00.000000807,1968-04-01,133.3,
1970-01-01 00:00:00.000000808,1968-05-01,90.0,
1970-01-01 00:00:00.000000809,1968-06-01,696.4,
1970-01-01 00:00:00.000000810,1968-07-01,1308.9,
1970-01-01 00:00:00.000000811,1968-08-01,380.7,
1970-01-01 00:00:00.000000812,1968-09-01,325.4,
1970-01-01 00:00:00.000000813,1968-10-01,178.9,
1970-01-01 00:00:00.000000814,1968-11-01,119.4,
1970-01-01 00:00:00.000000815,1968-12-01,32.7,
1970-01-01 00:00:00.000000816,1969-01-01,2.7,
1970-01-01 00:00:00.000000817,1969-02-01,6.4,
1970-01-01 00:00:00.000000818,1969-03-01,19.4,
1970-01-01 00:00:00.000000819,1969-04-01,117.2,
1970-01-01 00:00:00.000000820,1969-05-01,227.4,
1970-01-01 00:00:00.000000821,1969-06-01,550.5,
1970-01-01 00:00:00.000000822,1969-07-01,818.8,
1970-01-01 00:00:00.000000823,1969-08-01,284.8,
1970-01-01 00:00:00.000000824,1969-09-01,216.4,
1970-01-01 00:00:00.000000825,1969-10-01,235.6,
1970-01-01 00:00:00.000000826,1969-11-01,119.4,
1970-01-01 00:00:00.000000827,1969-12-01,66.3,
1970-01-01 00:00:00.000000828,1970-01-01,12.9,
1970-01-01 00:00:00.000000829,1970-02-01,17.6,
1970-01-01 00:00:00.000000830,1970-03-01,25.8,
1970-01-01 00:00:00.000000831,1970-04-01,132.7,
1970-01-01 00:00:00.000000832,1970-05-01,289.1,
1970-01-01 00:00:00.000000833,1970-06-01,535.3,
1970-01-01 00:00:00.000000834,1970-07-01,558.1,
1970-01-01 00:00:00.000000835,1970-08-01,554.8,
1970-01-01 00:00:00.000000836,1970-09-01,212.5,
1970-01-01 00:00:00.000000837,1970-10-01,278.3,
1970-01-01 00:00:00.000000838,1970-11-01,80.5,
1970-01-01 00:00:00.000000839,1970-12-01,5.7,
1970-01-01 00:00:00.000000840,1971-01-01,31.6,
1970-01-01 00:00:00.000000841,1971-02-01,18.5,
1970-01-01 00:00:00.000000842,1971-03-01,20.0,
1970-01-01 00:00:00.000000843,1971-04-01,113.0,
1970-01-01 00:00:00.000000844,1971-05-01,317.5,
1970-01-01 00:00:00.000000845,1971-06-01,889.6,
1970-01-01 00:00:00.000000846,1971-07-01,648.6,
1970-01-01 00:00:00.000000847,1971-08-01,385.2,
1970-01-01 00:00:00.000000848,1971-09-01,331.2,
1970-01-01 00:00:00.000000849,1971-10-01,220.9,
1970-01-01 00:00:00.000000850,1971-11-01,38.3,
1970-01-01 00:00:00.000000851,1971-12-01,62.3,
1970-01-01 00:00:00.000000852,1972-01-01,2.6,
1970-01-01 00:00:00.000000853,1972-02-01,7.5,
1970-01-01 00:00:00.000000854,1972-03-01,2.5,
1970-01-01 00:00:00.000000855,1972-04-01,87.5,
1970-01-01 00:00:00.000000856,1972-05-01,436.0,
1970-01-01 00:00:00.000000857,1972-06-01,401.8,
1970-01-01 00:00:00.000000858,1972-07-01,714.4,
1970-01-01 00:00:00.000000859,1972-08-01,294.9,
1970-01-01 00:00:00.000000860,1972-09-01,185.7,
1970-01-01 00:00:00.000000861,1972-10-01,351.5,
1970-01-01 00:00:00.000000862,1972-11-01,140.5,
1970-01-01 00:00:00.000000863,1972-12-01,114.3,
1970-01-01 00:00:00.000000864,1973-01-01,0.0,
1970-01-01 00:00:00.000000865,1973-02-01,0.3,
1970-01-01 00:00:00.000000866,1973-03-01,12.3,
1970-01-01 00:00:00.000000867,1973-04-01,131.5,
1970-01-01 00:00:00.000000868,1973-05-01,119.9,
1970-01-01 00:00:00.000000869,1973-06-01,617.0,
1970-01-01 00:00:00.000000870,1973-07-01,583.5,
1970-01-01 00:00:00.000000871,1973-08-01,487.5,
1970-01-01 00:00:00.000000872,1973-09-01,61.3,
1970-01-01 00:00:00.000000873,1973-10-01,260.8,
1970-01-01 00:00:00.000000874,1973-11-01,84.5,
1970-01-01 00:00:00.000000875,1973-12-01,53.8,
1970-01-01 00:00:00.000000876,1974-01-01,1.6,
1970-01-01 00:00:00.000000877,1974-02-01,5.4,
1970-01-01 00:00:00.000000878,1974-03-01,16.0,
1970-01-01 00:00:00.000000879,1974-04-01,128.0,
1970-01-01 00:00:00.000000880,1974-05-01,221.5,
1970-01-01 00:00:00.000000881,1974-06-01,266.9,
1970-01-01 00:00:00.000000882,1974-07-01,1004.2,
1970-01-01 00:00:00.000000883,1974-08-01,533.6,
1970-01-01 00:00:00.000000884,1974-09-01,383.6,
1970-01-01 00:00:00.000000885,1974-10-01,142.1,
1970-01-01 00:00:00.000000886,1974-11-01,61.0,
1970-01-01 00:00:00.000000887,1974-12-01,3.6,
1970-01-01 00:00:00.000000888,1975-01-01,5.2,
1970-01-01 00:00:00.000000889,1975-02-01,21.4,
1970-01-01 00:00:00.000000890,1975-03-01,63.4,
1970-01-01 00:00:00.000000891,1975-04-01,123.8,
1970-01-01 00:00:00.000000892,1975-05-01,162.2,
1970-01-01 00:00:00.000000893,1975-06-01,864.4,
1970-01-01 00:00:00.000000894,1975-07-01,531.3,
1970-01-01 00:00:00.000000895,1975-08-01,675.9,
1970-01-01 00:00:00.000000896,1975-09-01,457.7,
1970-01-01 00:00:00.000000897,1975-10-01,368.9,
1970-01-01 00:00:00.000000898,1975-11-01,204.3,
1970-01-01 00:00:00.000000899,1975-12-01,19.9,
1970-01-01 00:00:00.000000900,1976-01-01,0.1,
1970-01-01 00:00:00.000000901,1976-02-01,1.5,
1970-01-01 00:00:00.000000902,1976-03-01,21.0,
1970-01-01 00:00:00.000000903,1976-04-01,134.5,
1970-01-01 00:00:00.000000904,1976-05-01,75.8,
1970-01-01 00:00:00.000000905,1976-06-01,196.8,
1970-01-01 00:00:00.000000906,1976-07-01,641.5,
1970-01-01 00:00:00.000000907,1976-08-01,342.6,
1970-01-01 00:00:00.000000908,1976-09-01,116.2,
1970-01-01 00:00:00.000000909,1976-10-01,221.3,
1970-01-01 00:00:00.000000910,1976-11-01,286.7,
1970-01-01 00:00:00.000000911,1976-12-01,30.8,
1970-01-01 00:00:00.000000912,1977-01-01,1.1,
1970-01-01 00:00:00.000000913,1977-02-01,15.7,
1970-01-01 00:00:00.000000914,1977-03-01,28.3,
1970-01-01 00:00:00.000000915,1977-04-01,102.3,
1970-01-01 00:00:00.000000916,1977-05-01,306.4,
1970-01-01 00:00:00.000000917,1977-06-01,599.6,
1970-01-01 00:00:00.000000918,1977-07-01,753.3,
1970-01-01 00:00:00.000000919,1977-08-01,234.2,
1970-01-01 00:00:00.000000920,1977-09-01,201.3,
1970-01-01 00:00:00.000000921,1977-10-01,437.0,
1970-01-01 00:00:00.000000922,1977-11-01,361.7,
1970-01-01 00:00:00.000000923,1977-12-01,6.7,
1970-01-01 00:00:00.000000924,1978-01-01,3.3,
1970-01-01 00:00:00.000000925,1978-02-01,14.7,
1970-01-01 00:00:00.000000926,1978-03-01,31.4,
1970-01-01 00:00:00.000000927,1978-04-01,73.9,
1970-01-01 00:00:00.000000928,1978-05-01,396.8,
1970-01-01 00:00:00.000000929,1978-06-01,758.1,
1970-01-01 00:00:00.000000930,1978-07-01,686.7,
1970-01-01 00:00:00.000000931,1978-08-01,516.8,
1970-01-01 00:00:00.000000932,1978-09-01,119.4,
1970-01-01 00:00:00.000000933,1978-10-01,171.0,
1970-01-01 00:00:00.000000934,1978-11-01,365.6,
1970-01-01 00:00:00.000000935,1978-12-01,39.0,
1970-01-01 00:00:00.000000936,1979-01-01,2.4,
1970-01-01 00:00:00.000000937,1979-02-01,30.0,
1970-01-01 00:00:00.000000938,1979-03-01,11.7,
1970-01-01 00:00:00.000000939,1979-04-01,42.0,
1970-01-01 00:00:00.000000940,1979-05-01,127.7,
1970-01-01 00:00:00.000000941,1979-06-01,582.9,
1970-01-01 00:00:00.000000942,1979-07-01,662.2,
1970-01-01 00:00:00.000000943,1979-08-01,383.7,
1970-01-01 00:00:00.000000944,1979-09-01,211.7,
1970-01-01 00:00:00.000000945,1979-10-01,163.8,
1970-01-01 00:00:00.000000946,1979-11-01,261.7,
1970-01-01 00:00:00.000000947,1979-12-01,23.3,
1970-01-01 00:00:00.000000948,1980-01-01,0.0,
1970-01-01 00:00:00.000000949,1980-02-01,0.9,
1970-01-01 00:00:00.000000950,1980-03-01,20.8,
1970-01-01 00:00:00.000000951,1980-04-01,114.8,
1970-01-01 00:00:00.000000952,1980-05-01,105.3,
1970-01-01 00:00:00.000000953,1980-06-01,745.9,
1970-01-01 00:00:00.000000954,1980-07-01,754.0,
1970-01-01 00:00:00.000000955,1980-08-01,438.1,
1970-01-01 00:00:00.000000956,1980-09-01,139.5,
1970-01-01 00:00:00.000000957,1980-10-01,282.3,
1970-01-01 00:00:00.000000958,1980-11-01,162.3,
1970-01-01 00:00:00.000000959,1980-12-01,39.5,
1970-01-01 00:00:00.000000960,1981-01-01,7.0,
1970-01-01 00:00:00.000000961,1981-02-01,6.8,
